url,status_code,cache_control,title,title_length,title_count,description,description_length,description_count,canonical,canonical_self,h1,h1_count,wordcount,internal_links,external_links,amp_html,amp_valid,redirect_location,referrer
https://friends.aok.de/thema/reisen-36,200,"max-age=67, public, s-maxage=67, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Reisen – A Few Good Friends,41,1,Hier findest du Infos und Tipps zum Thema Reisen – A Few Good Friends,69,1,https://friends.aok.de/thema/reisen-36,True,,0,,33,2,,,,https://friends.aok.de
https://friends.aok.de/thema/fahrrad-fahren-37,200,"max-age=57, public, s-maxage=57, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Fahrrad fahren – A Few Good Friends,49,1,Hier findest du Infos und Tipps zum Thema Fahrrad fahren – A Few Good Friends,77,1,https://friends.aok.de/thema/fahrrad-fahren-37,True,,0,,32,2,,,,https://friends.aok.de
https://friends.aok.de/thema/ausgehen-35,200,"max-age=56, public, s-maxage=56, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Ausgehen – A Few Good Friends,43,1,Hier findest du Infos und Tipps zum Thema Ausgehen – A Few Good Friends,71,1,https://friends.aok.de/thema/ausgehen-35,True,,0,,32,2,,,,https://friends.aok.de
https://friends.aok.de/thema/iss-dich-gesund-12,200,"max-age=72, public, s-maxage=72, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Iss dich gesund – A Few Good Friends,50,1,Hier findest du Infos und Tipps zum Thema Iss dich gesund – A Few Good Friends,78,1,https://friends.aok.de/thema/iss-dich-gesund-12,True,,0,,34,2,,,,https://friends.aok.de
https://friends.aok.de/thema/stress-13,200,"max-age=70, public, s-maxage=70, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Stress – A Few Good Friends,41,1,Hier findest du Infos und Tipps zum Thema Stress – A Few Good Friends,69,1,https://friends.aok.de/thema/stress-13,True,,0,,34,2,,,,https://friends.aok.de
https://friends.aok.de/thema/depression-11,200,"max-age=84, public, s-maxage=84, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Depression – A Few Good Friends,45,1,Hier findest du Infos und Tipps zum Thema Depression – A Few Good Friends,73,1,https://friends.aok.de/thema/depression-11,True,,0,,32,2,,,,https://friends.aok.de
https://friends.aok.de/themen,200,"max-age=39, public, s-maxage=39, stale-if-error=3600, stale-while-revalidate=3600",A few good friends,18,1,,0,0,https://friends.aok.de/themen,True,,0,,59,2,,,,https://friends.aok.de
https://friends.aok.de/p/datenschutz,200,"no-cache, private",Datenschutz,11,1,Hier findest du die Datenschutzbestimmungen von A Few Good...,61,1,https://friends.aok.de/p/datenschutz,True,Datenschutz,1,,22,5,,,,https://friends.aok.de
https://friends.aok.de/karriere/7,200,"max-age=57, public, s-maxage=57, stale-if-error=3600, stale-while-revalidate=3600",Karriere mit A Few Good Friends - Seite 7,41,1,"Wir pushen deine Karriere: mit Tipps zu Bewerbungen und Gehaltsverhandlungen, Zeitmanagement und Motivation sowie Hilfe bei Problemen im...",139,1,https://friends.aok.de/karriere/7,True,,0,,29,2,,,,https://friends.aok.de/karriere
https://friends.aok.de/lifestyle/12,200,"max-age=46, public, s-maxage=46, stale-if-error=3600, stale-while-revalidate=3600",Lifestyle mit A Few Good Friends - Seite 12,43,1,"In Sachen Lifestyle up to date: Beziehung & Dating, Wellness & Fitness, Einrichten & DIY - wir kennen die...",108,1,https://friends.aok.de/lifestyle/12,True,,0,,31,2,,,,https://friends.aok.de/lifestyle
https://friends.aok.de/unterwegs/6,200,"max-age=38, public, s-maxage=38, stale-if-error=3600, stale-while-revalidate=3600",Unterwegs mit A Few Good Friends - Seite 6,42,1,"Wir kennen die angesagtesten Spots und Locations in ganz Deutschland. Tipps zu Reisen, Ausgehen und Outdoor-Aktivitäten findest du hier....",139,1,https://friends.aok.de/unterwegs/6,True,,0,,35,2,,,,https://friends.aok.de/unterwegs
https://friends.aok.de/gesundheit/10,200,"max-age=89, public, s-maxage=89, stale-if-error=3600, stale-while-revalidate=3600",Gesund mit A Few Good Friends - Seite 10,40,1,"Hier findest du Hilfe in Sachen Gesundheit und Ernährung. Auch zu Stress, Depressionen, Rückenschmerzen oder Schlafstörungen haben wir hilfreiche...",148,1,https://friends.aok.de/gesundheit/10,True,,0,,31,2,,,,https://friends.aok.de/gesundheit
https://friends.aok.de/thema/karriere-machen-26/5,200,"max-age=59, public, s-maxage=59, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Karriere machen – A Few Good Friends - Seite 5,60,1,Hier findest du Infos und Tipps zum Thema Karriere machen – A Few Good Friends,78,1,https://friends.aok.de/thema/karriere-machen-26/5,True,,0,,35,2,,,,https://friends.aok.de/thema/karriere-machen-26
https://friends.aok.de/thema/probleme-im-buero-27/3,200,"max-age=84, public, s-maxage=84, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Probleme im Büro – A Few Good Friends - Seite 3,61,1,Hier findest du Infos und Tipps zum Thema Probleme im Büro – A Few Good Friends,79,1,https://friends.aok.de/thema/probleme-im-buero-27/3,True,,0,,35,2,,,,https://friends.aok.de/thema/probleme-im-buero-27
https://friends.aok.de/thema/digitales-leben-28/2,200,"max-age=51, public, s-maxage=51, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Digitales Leben – A Few Good Friends - Seite 2,60,1,Hier findest du Infos und Tipps zum Thema Digitales Leben – A Few Good Friends,78,1,https://friends.aok.de/thema/digitales-leben-28/2,True,,0,,30,2,,,,https://friends.aok.de/thema/digitales-leben-28
https://friends.aok.de/thema/fitness-16/5,200,"max-age=58, public, s-maxage=58, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Fitness – A Few Good Friends - Seite 5,52,1,Hier findest du Infos und Tipps zum Thema Fitness – A Few Good Friends,70,1,https://friends.aok.de/thema/fitness-16/5,True,,0,,28,2,,,,https://friends.aok.de/thema/fitness-16
https://friends.aok.de/thema/beziehung-30/3,200,"max-age=68, public, s-maxage=68, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Beziehung – A Few Good Friends - Seite 3,54,1,Hier findest du Infos und Tipps zum Thema Beziehung – A Few Good Friends,72,1,https://friends.aok.de/thema/beziehung-30/3,True,,0,,34,2,,,,https://friends.aok.de/thema/beziehung-30
https://friends.aok.de/thema/reisen-36/6,200,"max-age=61, public, s-maxage=61, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Reisen – A Few Good Friends - Seite 6,51,1,Hier findest du Infos und Tipps zum Thema Reisen – A Few Good Friends,69,1,https://friends.aok.de/thema/reisen-36/6,True,,0,,26,2,,,,https://friends.aok.de/thema/reisen-36
https://friends.aok.de/thema/fahrrad-fahren-37/2,200,"max-age=76, public, s-maxage=76, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Fahrrad fahren – A Few Good Friends - Seite 2,59,1,Hier findest du Infos und Tipps zum Thema Fahrrad fahren – A Few Good Friends,77,1,https://friends.aok.de/thema/fahrrad-fahren-37/2,True,,0,,26,2,,,,https://friends.aok.de/thema/fahrrad-fahren-37
https://friends.aok.de/thema/ausgehen-35/3,200,"max-age=60, public, s-maxage=60, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Ausgehen – A Few Good Friends - Seite 3,53,1,Hier findest du Infos und Tipps zum Thema Ausgehen – A Few Good Friends,71,1,https://friends.aok.de/thema/ausgehen-35/3,True,,0,,26,2,,,,https://friends.aok.de/thema/ausgehen-35
https://friends.aok.de/thema/iss-dich-gesund-12/6,200,"max-age=31, public, s-maxage=31, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Iss dich gesund – A Few Good Friends - Seite 6,60,1,Hier findest du Infos und Tipps zum Thema Iss dich gesund – A Few Good Friends,78,1,https://friends.aok.de/thema/iss-dich-gesund-12/6,True,,0,,29,2,,,,https://friends.aok.de/thema/iss-dich-gesund-12
https://friends.aok.de/thema/stress-13/3,200,"max-age=71, public, s-maxage=71, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Stress – A Few Good Friends - Seite 3,51,1,Hier findest du Infos und Tipps zum Thema Stress – A Few Good Friends,69,1,https://friends.aok.de/thema/stress-13/3,True,,0,,30,2,,,,https://friends.aok.de/thema/stress-13
https://friends.aok.de/gesundheit/ratgeber/boreout-syndrom-warum-dich-nichtstun-krank-machen-kann-98,200,"max-age=82, public, s-maxage=82, stale-if-error=3600, stale-while-revalidate=3600",Boreout-Syndrom: Wenn Unterforderung im Job krank macht,55,1,"Alle sprechen vom Burnout und davon, wie überarbeitet sie sind – doch was ist mit dem Boreout-Syndrom? Es geht nämlich auch andersrum: Unterforderung und Langeweile im Job, die dich krank...",190,1,https://friends.aok.de/gesundheit/ratgeber/boreout-syndrom-warum-dich-nichtstun-krank-machen-kann-98,True,Boreout-Syndrom: Warum dich Nichtstun krank machen kann,1,,29,4,,,,https://friends.aok.de/thema/depression-11
https://friends.aok.de/thema/zeitmanagement-48,200,"max-age=77, public, s-maxage=77, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Zeitmanagement – A Few Good Friends,49,1,Hier findest du Infos und Tipps zum Thema Zeitmanagement – A Few Good Friends,77,1,https://friends.aok.de/thema/zeitmanagement-48,True,,0,,33,2,,,,https://friends.aok.de/themen
https://friends.aok.de/thema/wohnen-und-mieten-29,200,"max-age=39, public, s-maxage=39, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Wohnen und Mieten – A Few Good Friends,52,1,Hier findest du Infos und Tipps zum Thema Wohnen und Mieten – A Few Good Friends,80,1,https://friends.aok.de/thema/wohnen-und-mieten-29,True,,0,,34,2,,,,https://friends.aok.de/themen
https://friends.aok.de/karriere/6,200,"max-age=84, public, s-maxage=84, stale-if-error=3600, stale-while-revalidate=3600",Karriere mit A Few Good Friends - Seite 6,41,1,"Wir pushen deine Karriere: mit Tipps zu Bewerbungen und Gehaltsverhandlungen, Zeitmanagement und Motivation sowie Hilfe bei Problemen im...",139,1,https://friends.aok.de/karriere/6,True,,0,,37,2,,,,https://friends.aok.de/karriere/7
https://friends.aok.de/lifestyle/11,200,"max-age=44, public, s-maxage=44, stale-if-error=3600, stale-while-revalidate=3600",Lifestyle mit A Few Good Friends - Seite 11,43,1,"In Sachen Lifestyle up to date: Beziehung & Dating, Wellness & Fitness, Einrichten & DIY - wir kennen die...",108,1,https://friends.aok.de/lifestyle/11,True,,0,,36,2,,,,https://friends.aok.de/lifestyle/12
https://friends.aok.de/unterwegs/5,200,"max-age=80, public, s-maxage=80, stale-if-error=3600, stale-while-revalidate=3600",Unterwegs mit A Few Good Friends - Seite 5,42,1,"Wir kennen die angesagtesten Spots und Locations in ganz Deutschland. Tipps zu Reisen, Ausgehen und Outdoor-Aktivitäten findest du hier....",139,1,https://friends.aok.de/unterwegs/5,True,,0,,37,2,,,,https://friends.aok.de/unterwegs/6
https://friends.aok.de/gesundheit/9,200,"max-age=78, public, s-maxage=78, stale-if-error=3600, stale-while-revalidate=3600",Gesund mit A Few Good Friends - Seite 9,39,1,"Hier findest du Hilfe in Sachen Gesundheit und Ernährung. Auch zu Stress, Depressionen, Rückenschmerzen oder Schlafstörungen haben wir hilfreiche...",148,1,https://friends.aok.de/gesundheit/9,True,,0,,36,2,,,,https://friends.aok.de/gesundheit/10
https://friends.aok.de/thema/karriere-machen-26/4,200,"max-age=43, public, s-maxage=43, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Karriere machen – A Few Good Friends - Seite 4,60,1,Hier findest du Infos und Tipps zum Thema Karriere machen – A Few Good Friends,78,1,https://friends.aok.de/thema/karriere-machen-26/4,True,,0,,34,2,,,,https://friends.aok.de/thema/karriere-machen-26/5
https://friends.aok.de/gesundheit/feature/behindert-was-soll-das-sein-einblicke-in-die-inklusive-arbeitswelt-135,200,"max-age=35, public, s-maxage=35, stale-if-error=3600, stale-while-revalidate=3600",Leben mit Behinderung: So läuft die inklusive Arbeitswelt,57,1,"Eine Gesellschaft, die enthindert und nicht behindert – auch dafür steht der Begriff Inklusion.Doch wie sehen Arbeit und Leben mit Behinderung in Deutschland in der Realität...",176,1,https://friends.aok.de/gesundheit/feature/behindert-was-soll-das-sein-einblicke-in-die-inklusive-arbeitswelt-135,True,Behindert: Was soll das sein? Einblicke in die inklusive Arbeitswelt,1,,28,5,,,,https://friends.aok.de/thema/probleme-im-buero-27/3
https://friends.aok.de/gesundheit/ratgeber/handysucht-der-feind-in-deiner-hand-116,200,"max-age=70, public, s-maxage=70, stale-if-error=3600, stale-while-revalidate=3600","Handysucht: Ursachen, Symptome und Therapie",43,1,"Beim Essen und Schlafen liegt es neben dir. Oder auch wenn du dir die Zähne putzt. Das Smartphone. Warum wir nicht mehr ohne können und wann die Handysucht bedenklich wird, erfährst du hier....",193,1,https://friends.aok.de/gesundheit/ratgeber/handysucht-der-feind-in-deiner-hand-116,True,Handysucht: Der Feind in deiner Hand,1,,26,2,,,,https://friends.aok.de/thema/digitales-leben-28/2
https://friends.aok.de/thema/fitness-16/4,200,"max-age=40, public, s-maxage=40, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Fitness – A Few Good Friends - Seite 4,52,1,Hier findest du Infos und Tipps zum Thema Fitness – A Few Good Friends,70,1,https://friends.aok.de/thema/fitness-16/4,True,,0,,33,2,,,,https://friends.aok.de/thema/fitness-16/5
https://friends.aok.de/lifestyle/ratgeber/geist-ist-geil-phaenomen-sapiosexualitaet-129,200,"max-age=50, public, s-maxage=50, stale-if-error=3600, stale-while-revalidate=3600",Was ist Sapiosexualität? Wenn Intelligenz zum Fetisch wird,58,1,"Das Gehirn ist das neue Sixpack – zumindest, wenn es nach der Meinung derer geht, die von sichbehaupten, sapiosexuell zu sein. Aber woher kommt das eigentlich, das...",166,1,https://friends.aok.de/lifestyle/ratgeber/geist-ist-geil-phaenomen-sapiosexualitaet-129,True,Geist ist geil: Phänomen Sapiosexualität,1,,27,4,,,,https://friends.aok.de/thema/beziehung-30/3
https://friends.aok.de/thema/reisen-36/5,200,"max-age=45, public, s-maxage=45, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Reisen – A Few Good Friends - Seite 5,51,1,Hier findest du Infos und Tipps zum Thema Reisen – A Few Good Friends,69,1,https://friends.aok.de/thema/reisen-36/5,True,,0,,33,2,,,,https://friends.aok.de/thema/reisen-36/6
https://friends.aok.de/lifestyle/ratgeber/gaslighting-so-erkennst-du-ob-du-dich-in-deiner-beziehung-manipulieren-laesst-142,200,"max-age=46, public, s-maxage=46, stale-if-error=3600, stale-while-revalidate=3600",Gaslighting in der Beziehung: Wirst du emotional manipuliert?,61,1,"Gaslighting ist die Bezeichnung für emotionale Manipulation. Die gibt es in Beziehungen häufigerals man denkt. Lies hier, woran du sie...",137,1,https://friends.aok.de/lifestyle/ratgeber/gaslighting-so-erkennst-du-ob-du-dich-in-deiner-beziehung-manipulieren-laesst-142,True,"Gaslighting: So erkennst du, ob du dich in deiner Beziehung manipulieren lässt",1,,28,2,,,,https://friends.aok.de/thema/beziehung-30/3
https://friends.aok.de/lifestyle/ratgeber/die-nein-sagerin-ueber-das-glueck-dankend-abzulehnen-197,200,"max-age=78, public, s-maxage=78, stale-if-error=3600, stale-while-revalidate=3600","Die Nein-Sagerin: Über das Glück, dankend abzulehnen",52,1,"„Nein, danke“, es sind nur zwei kleine Wörter, die manchmal doch so schwer über die Lippen kommen. Warum? Weil es einfacher ist, „Ja“ zu sagen. Aber ich bin lieber...",166,1,https://friends.aok.de/lifestyle/ratgeber/die-nein-sagerin-ueber-das-glueck-dankend-abzulehnen-197,True,"Die Nein-Sagerin: Über das Glück, dankend abzulehnen",1,,27,2,,,,https://friends.aok.de/thema/beziehung-30/3
https://friends.aok.de/thema/iss-dich-gesund-12/5,200,"max-age=44, public, s-maxage=44, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Iss dich gesund – A Few Good Friends - Seite 5,60,1,Hier findest du Infos und Tipps zum Thema Iss dich gesund – A Few Good Friends,78,1,https://friends.aok.de/thema/iss-dich-gesund-12/5,True,,0,,34,2,,,,https://friends.aok.de/thema/iss-dich-gesund-12/6
https://friends.aok.de/lifestyle/ratgeber/was-heisst-denn-hier-fomo-so-bekaempfst-du-die-angst-etwas-zu-verpassen-141,200,"max-age=50, public, s-maxage=50, stale-if-error=3600, stale-while-revalidate=3600","FOMO: Was heißt das? – Von der Angst, etwas zu verpassen",56,1,"Die Angst, etwas zu verpassen, ist eigentlich ein alter Hut. Doch das Social-Media- Zeitalterkatapultiert sie in eine neue Dimension und gibt ihr einen prägnanten Namen: FOMO – ""Fear ofmissing...",195,1,https://friends.aok.de/lifestyle/ratgeber/was-heisst-denn-hier-fomo-so-bekaempfst-du-die-angst-etwas-zu-verpassen-141,True,"Was heißt denn hier FOMO? – So bekämpfst du die Angst, etwas zu verpassen",1,,26,3,,,,https://friends.aok.de/thema/stress-13/3
https://friends.aok.de/gesundheit/ratgeber/meal-prep-let-s-make-vorkochen-great-again-110,200,"max-age=64, public, s-maxage=64, stale-if-error=3600, stale-while-revalidate=3600","Meal Prep: Ideen, Rezepte und Tipps für den Food-Trend",54,1,"Meal Prepping – das klingt hip und urban, so wie ein neuer Food-Trend eben sein soll. Der Nametäuscht erst einmal darüber hinweg, dass es sich um nichts anderes handelt als das gute...",184,1,https://friends.aok.de/gesundheit/ratgeber/meal-prep-let-s-make-vorkochen-great-again-110,True,Meal Prep: Let's make Vorkochen great again!,1,,29,3,,,,https://friends.aok.de/thema/iss-dich-gesund-12/6
https://friends.aok.de/thema/zeitmanagement-48/2,200,"max-age=69, public, s-maxage=69, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Zeitmanagement – A Few Good Friends - Seite 2,59,1,Hier findest du Infos und Tipps zum Thema Zeitmanagement – A Few Good Friends,77,1,https://friends.aok.de/thema/zeitmanagement-48/2,True,,0,,28,2,,,,https://friends.aok.de/thema/zeitmanagement-48
https://friends.aok.de/thema/wohnen-und-mieten-29/2,200,"max-age=54, public, s-maxage=54, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Wohnen und Mieten – A Few Good Friends - Seite 2,62,1,Hier findest du Infos und Tipps zum Thema Wohnen und Mieten – A Few Good Friends,80,1,https://friends.aok.de/thema/wohnen-und-mieten-29/2,True,,0,,33,2,,,,https://friends.aok.de/thema/wohnen-und-mieten-29
https://friends.aok.de/karriere/5,200,"max-age=43, public, s-maxage=43, stale-if-error=3600, stale-while-revalidate=3600",Karriere mit A Few Good Friends - Seite 5,41,1,"Wir pushen deine Karriere: mit Tipps zu Bewerbungen und Gehaltsverhandlungen, Zeitmanagement und Motivation sowie Hilfe bei Problemen im...",139,1,https://friends.aok.de/karriere/5,True,,0,,38,2,,,,https://friends.aok.de/karriere/6
https://friends.aok.de/lifestyle/10,200,"max-age=47, public, s-maxage=47, stale-if-error=3600, stale-while-revalidate=3600",Lifestyle mit A Few Good Friends - Seite 10,43,1,"In Sachen Lifestyle up to date: Beziehung & Dating, Wellness & Fitness, Einrichten & DIY - wir kennen die...",108,1,https://friends.aok.de/lifestyle/10,True,,0,,37,2,,,,https://friends.aok.de/lifestyle/11
https://friends.aok.de/unterwegs/4,200,"max-age=30, public, s-maxage=30, stale-if-error=3600, stale-while-revalidate=3600",Unterwegs mit A Few Good Friends - Seite 4,42,1,"Wir kennen die angesagtesten Spots und Locations in ganz Deutschland. Tipps zu Reisen, Ausgehen und Outdoor-Aktivitäten findest du hier....",139,1,https://friends.aok.de/unterwegs/4,True,,0,,37,2,,,,https://friends.aok.de/unterwegs/5
https://friends.aok.de/gesundheit/8,200,"max-age=55, public, s-maxage=55, stale-if-error=3600, stale-while-revalidate=3600",Gesund mit A Few Good Friends - Seite 8,39,1,"Hier findest du Hilfe in Sachen Gesundheit und Ernährung. Auch zu Stress, Depressionen, Rückenschmerzen oder Schlafstörungen haben wir hilfreiche...",148,1,https://friends.aok.de/gesundheit/8,True,,0,,39,2,,,,https://friends.aok.de/gesundheit/9
https://friends.aok.de/thema/karriere-machen-26/3,200,"max-age=58, public, s-maxage=58, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Karriere machen – A Few Good Friends - Seite 3,60,1,Hier findest du Infos und Tipps zum Thema Karriere machen – A Few Good Friends,78,1,https://friends.aok.de/thema/karriere-machen-26/3,True,,0,,36,2,,,,https://friends.aok.de/thema/karriere-machen-26/4
https://friends.aok.de/gesundheit/ratgeber/jeder-zweite-geht-krank-zur-arbeit-warum-du-dir-und-deiner-firma-damit-schadest-153,200,"max-age=85, public, s-maxage=85, stale-if-error=3600, stale-while-revalidate=3600",Krank zur Arbeit gehen: Warum krank arbeiten sich nie lohnt,59,1,"Du fühlst dich hundeelend, aber die Präsentation muss heute noch fertig werden? Also doch rausaus den Federn, auch wenn eigentlich Bettruhe angesagt ist? Das nützt niemandem – nicht einmalder...",194,1,https://friends.aok.de/gesundheit/ratgeber/jeder-zweite-geht-krank-zur-arbeit-warum-du-dir-und-deiner-firma-damit-schadest-153,True,Jeder Zweite geht krank zur Arbeit – warum du dir und deiner Firma damit schadest,1,,29,3,,,,https://friends.aok.de/thema/karriere-machen-26/4
https://friends.aok.de/karriere/interview/wer-in-der-kueche-diskutieren-will-hat-schon-verloren-157,200,"max-age=38, public, s-maxage=38, stale-if-error=3600, stale-while-revalidate=3600",Beruf Koch: Florians steiniger Weg,34,1,"Er kochte schon für den Bundespräsidenten aber auch in einer thailändischen Garküche: Florian Neumann verrät, wie es in Sterneküchen zugeht, was Köche verdienen und warum er jetzt sein eigenes Ding...",200,1,https://friends.aok.de/karriere/interview/wer-in-der-kueche-diskutieren-will-hat-schon-verloren-157,True,"""Wer in der Küche diskutieren will, hat schon verloren""",1,,28,2,,,,https://friends.aok.de/thema/karriere-machen-26/4
https://friends.aok.de/thema/fitness-16/3,200,"max-age=80, public, s-maxage=80, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Fitness – A Few Good Friends - Seite 3,52,1,Hier findest du Infos und Tipps zum Thema Fitness – A Few Good Friends,70,1,https://friends.aok.de/thema/fitness-16/3,True,,0,,36,2,,,,https://friends.aok.de/thema/fitness-16/4
https://friends.aok.de/lifestyle/listicle/crunning-4-fakten-ueber-den-trendigen-krabbelsport-171,200,"max-age=71, public, s-maxage=71, stale-if-error=3600, stale-while-revalidate=3600",Crunning: 4 Fakten zum Fitnesstrend,35,1,"Beim australischen Fitnesstrend Crunning läufst du auf allen Vieren und kommst dabei schneller aus der Puste, als du es für möglich hältst. Was den Krabbelsport ausmacht, erfährst du...",185,1,https://friends.aok.de/lifestyle/listicle/crunning-4-fakten-ueber-den-trendigen-krabbelsport-171,True,Crunning: 4 Fakten über den trendigen Krabbelsport,1,,27,2,,,,https://friends.aok.de/thema/fitness-16/4
https://friends.aok.de/thema/reisen-36/4,200,"max-age=40, public, s-maxage=40, stale-if-error=3600, stale-while-revalidate=3600",Alles rund um Reisen – A Few Good Friends - Seite 4,51,1,Hier findest du Infos und Tipps zum Thema Reisen – A Few Good Friends,69,1,https://friends.aok.de/thema/reisen-36/4,True,,0,,35,2,,,,https://friends.aok.de/thema/reisen-36/5
https://friends.aok.de/gesundheit/ratgeber/athlete-s-little-helper-wie-sinnvoll-sind-nahrungsergaenzungsmittel-179,200,"max-age=76, public, s-maxage=76, stale-if-error=3600, stale-while-revalidate=3600",Nahrungsergänzungsmittel: Sinnvoll für Sportler?,48,1,"Mancher Sportler schluckt ein ganzes Arsenal an Nahrungsergänzungsmitteln. Die Argumentation ist dann leichtfertig zusammengestrickt: Wer sich beim Sport verausgabt, hat schließlich auch einen höheren Nährstoffbedarf. Doch...",225,1,https://friends.aok.de/gesundheit/ratgeber/athlete-s-little-helper-wie-sinnvoll-sind-nahrungsergaenzungsmittel-179,True,Athlete's little helper: Wie sinnvoll sind Nahrungsergänzungsmittel?,1,,28,3,,,,https://friends.aok.de/thema/fitness-16/4
